WP_000048058.1	gnl|META|EG10920-MONOMER	1.4e-08	64.0	50	54.3	74.0	86.2
WP_000068664.1	gnl|META|EG10917-MONOMER	6.4e-12	44.8	67	65.9	68.7	84.8
WP_000124839.1	gnl|META|EG10881-MONOMER	3.4e-33	60.7	117	137.1	79.5	98.3
WP_002262412.1	gnl|META|EG10891-MONOMER	2.1e-05	42.9	49	43.5	61.2	100.0
WP_002885866.1	gnl|META|EG10892-MONOMER	1.8e-08	67.4	43	53.5	81.4	97.7
WP_002887061.1	gnl|META|EG10916-MONOMER	2.5e-17	57.0	79	84.0	68.4	91.9
WP_002888803.1	gnl|META|MONOMER-12750	1.6e-07	41.7	60	50.8	60.0	98.4
WP_002888803.1	gnl|META|BSU37540-MONOMER	4.0e-06	42.9	56	46.2	57.1	91.8
WP_002959355.1	gnl|META|EG11232-MONOMER	2.4e-09	60.5	38	56.2	78.9	100.0
WP_003001342.1	gnl|META|EG10879-MONOMER	1.1e-10	39.3	117	62.4	51.3	95.8
WP_003029477.1	gnl|META|EG10877-MONOMER	2.1e-34	55.2	134	141.4	73.1	97.8
WP_003062848.1	gnl|META|EG10882-MONOMER	1.4e-23	56.6	106	105.1	72.6	93.0
WP_003062854.1	gnl|META|EG10887-MONOMER	2.6e-06	50.9	57	47.0	70.2	83.8
WP_003062863.1	gnl|META|EG10913-MONOMER	7.4e-08	56.4	39	52.0	69.2	63.9
WP_003062885.1	gnl|META|EG10910-MONOMER	9.5e-42	65.9	129	165.6	80.6	100.0
WP_003063161.1	gnl|META|EG10914-MONOMER	8.5e-21	52.8	89	95.5	70.8	100.0
WP_003063524.1	gnl|META|GUANYL-KIN-MONOMER	1.4e-42	45.0	202	169.1	61.9	98.0
WP_003064009.1	gnl|META|FRUB-MONOMER	9.2e-12	46.3	82	65.5	65.9	90.8
WP_003066537.1	gnl|META|EG10911-MONOMER	1.3e-44	69.9	136	175.3	75.0	99.3
WP_003066947.1	gnl|META|EG10890-MONOMER	9.5e-05	38.9	54	41.6	63.0	91.4
WP_003067190.1	gnl|META|EG10878-MONOMER	8.7e-19	46.8	126	89.4	58.7	97.7
WP_003067196.1	gnl|META|EG10912-MONOMER	1.1e-34	63.1	111	142.1	81.1	91.7
WP_003067203.1	gnl|META|EG10876-MONOMER	1.8e-12	40.3	144	68.6	50.0	98.6
