gnl|META|MONOMER-11763	WP_024852488.1	3.9e-19	27.4	248	89.4	46.0	74.1
gnl|META|MONOMER-11763	WP_024852819.1	1.6e-17	28.0	264	84.0	46.6	77.3
gnl|META|MONOMER-11760	WP_024854165.1	7.6e-02	30.6	62	32.7	53.2	11.1
gnl|META|MONOMER-11759	WP_024854036.1	3.0e-05	53.8	39	43.9	74.4	7.7
gnl|META|MONOMER-11759	WP_024852929.1	2.0e-04	46.7	45	41.2	68.9	8.9
gnl|META|MONOMER-11751	WP_024854403.1	1.2e-01	44.4	27	31.6	74.1	7.1
gnl|META|MONOMER-11719	WP_024853689.1	1.3e-69	40.4	332	257.3	59.6	88.4
gnl|META|MONOMER-11712	WP_024854708.1	5.3e-04	28.6	98	40.0	49.0	16.0
gnl|META|MONOMER-11708	WP_024852838.1	6.9e-33	45.5	145	134.0	64.8	91.7
gnl|META|MONOMER-11708	WP_024852926.1	6.9e-33	42.5	146	134.0	63.7	93.0
gnl|META|MONOMER-11707	WP_024852839.1	2.3e-21	27.8	245	96.7	49.8	81.8
gnl|META|MONOMER-11706	WP_024852840.1	2.3e-38	32.6	325	153.3	48.6	97.3
gnl|META|MONOMER-11705	WP_024852926.1	3.1e-75	38.6	412	276.2	56.1	95.5
gnl|META|MONOMER-11700	WP_024853092.1	1.4e-45	33.4	299	177.2	52.5	94.5
gnl|META|MONOMER-11700	WP_024854227.1	1.0e-43	35.0	294	171.0	54.8	94.2
gnl|META|MONOMER-11700	WP_024852519.1	3.8e-43	32.3	282	169.1	53.9	90.3
gnl|META|MONOMER-117	WP_004841662.1	3.9e-01	21.7	120	29.6	44.2	32.2
gnl|META|MONOMER-11693	WP_022037117.1	7.7e-01	36.7	30	28.9	60.0	7.8
gnl|META|MONOMER-11687	WP_024853227.1	2.6e-11	23.6	335	63.9	39.1	68.9
gnl|META|MONOMER-11686	WP_024854102.1	2.9e-01	35.4	48	30.4	56.2	11.3
gnl|META|MONOMER-11684	WP_004844068.1	2.2e-28	31.9	276	120.2	47.8	83.2
gnl|META|MONOMER-11683	WP_024853284.1	7.3e-08	28.7	129	52.0	49.6	38.5
gnl|META|MONOMER-11683	WP_024853860.1	1.8e-06	25.0	168	47.4	44.6	50.3
gnl|META|MONOMER-11681	WP_024852743.1	5.4e-02	39.4	33	32.7	63.6	8.5
gnl|META|MONOMER-11681	WP_024852687.1	2.0e-01	36.1	36	30.8	55.6	9.3
gnl|META|MONOMER-11666	WP_024854700.1	8.1e-56	41.7	278	211.5	61.9	74.1
gnl|META|MONOMER-11664	WP_114149279.1	7.9e-30	32.3	279	124.8	50.2	94.6
gnl|META|MONOMER-11663	WP_044930329.1	1.5e-17	24.5	343	84.7	43.1	68.2
gnl|META|MONOMER-11617	WP_024854183.1	6.6e-03	22.0	209	35.8	35.4	52.1
gnl|META|MONOMER-11617	WP_024852460.1	5.6e-02	32.8	67	32.7	49.3	15.0
gnl|META|MONOMER-11614	WP_024852930.1	4.6e-13	21.5	390	69.7	42.6	84.8
gnl|META|MONOMER-1161	WP_024854712.1	2.2e-57	34.0	377	216.9	50.4	87.6
gnl|META|MONOMER-11606	WP_024853795.1	3.3e-21	25.9	278	96.3	47.1	86.8
gnl|META|MONOMER-11604	WP_024853939.1	2.7e-71	45.7	302	262.7	65.9	91.0
gnl|META|MONOMER-11604	WP_024854731.1	3.5e-66	42.7	314	245.7	62.4	94.6
