WP_005882833.1	gnl|META|EG10880-MONOMER	3.9e-26	49.5	109	113.6	71.6	94.0
WP_005882836.1	gnl|META|MONOMER0-1981	1.3e-13	35.8	109	73.9	54.1	23.5
WP_005882842.1	gnl|META|EG10530-MONOMER	2.7e-13	26.8	246	72.4	43.5	73.7
WP_005882843.1	gnl|META|ENSG00000121579-MONOMER	5.7e-08	33.6	149	53.5	51.0	99.3
WP_005882845.1	gnl|META|HS02059-MONOMER	1.7e-152	58.9	470	535.4	73.8	98.5
WP_005882845.1	gnl|META|YLR359W-MONOMER	9.5e-143	57.4	467	503.1	71.7	97.3
WP_005882849.1	gnl|META|PHOSGLUCOSAMINEMUT-MONOMER	7.2e-92	45.2	449	334.0	60.8	98.9
WP_005882851.1	gnl|META|MONOMER-16954	4.8e-15	34.3	140	77.8	55.0	57.9
WP_005882851.1	gnl|META|MONOMER-17092	4.1e-14	25.4	213	74.7	46.0	88.5
WP_005882851.1	gnl|META|MONOMER-16624	1.2e-13	26.5	200	73.2	49.0	83.8
WP_005882857.1	gnl|META|SYNPCC7942_0331-MONOMER	1.9e-21	37.1	170	99.4	57.1	57.8
WP_005882859.1	gnl|META|MONOMER-537	1.4e-10	43.3	67	61.6	68.7	74.4
WP_005882863.1	gnl|META|ATPH-MONOMER	1.5e-13	29.5	166	72.4	51.2	95.4
WP_005882865.1	gnl|META|SYNPCC7942_0336-MONOMER	7.5e-175	63.1	499	609.8	78.4	99.6
WP_005882865.1	gnl|META|MONOMER-538	1.1e-157	55.6	493	552.7	75.5	98.6
WP_005882865.1	gnl|META|ATPA-MONOMER	5.4e-157	54.9	508	550.4	73.0	99.2
WP_005882867.1	gnl|META|ATPG-MONOMER	9.5e-42	34.0	288	166.8	58.3	99.6
WP_005882867.1	gnl|META|SYNPCC7942_0337-MONOMER	6.2e-41	33.9	316	164.1	55.1	100.0
WP_005882868.1	gnl|META|ATPD-MONOMER	5.9e-182	71.2	458	633.3	83.0	98.1
WP_005882868.1	gnl|META|SYNPCC7942_2315-MONOMER	3.6e-179	69.9	472	624.0	78.6	98.5
WP_005882868.1	gnl|META|MONOMER-539	5.2e-178	67.9	461	620.2	81.3	98.5
WP_005882870.1	gnl|META|ATPC-MONOMER	2.0e-10	29.2	130	61.6	53.8	96.3
WP_005882870.1	gnl|META|SYNPCC7942_2316-MONOMER	2.7e-10	29.5	105	61.2	57.1	78.4
WP_005882874.1	gnl|META|MONOMER-15932	1.5e-04	29.2	96	42.4	47.9	60.1
WP_005882874.1	gnl|META|G7350-MONOMER	9.8e-04	25.9	81	39.7	51.9	51.3
WP_005882874.1	gnl|META|EG11207-MONOMER	1.7e-03	32.1	56	38.9	53.6	35.4
WP_005882876.1	gnl|META|EG10238-MONOMER	8.1e-209	36.8	1178	723.8	58.3	99.6
WP_005882878.1	gnl|META|MONOMER-17288	1.6e-05	30.4	56	45.4	66.1	39.7
WP_005882880.1	gnl|META|AT5G35360-MONOMER	5.2e-143	58.1	439	503.8	72.9	97.8
WP_005882880.1	gnl|META|MONOMER-11921	6.4e-141	57.0	444	496.9	72.7	99.1
WP_005882880.1	gnl|META|BIOTIN-CARBOXYL-MONOMER	1.7e-138	55.4	444	488.8	72.1	98.9
WP_005882880.1	gnl|META|MONOMER-14537	3.3e-137	54.6	443	484.6	72.7	98.9
WP_005882880.1	gnl|META|MONOMER-17289	2.9e-133	54.0	443	471.5	71.6	98.4
WP_005882890.1	gnl|META|YEL046C-MONOMER	7.8e-14	27.0	281	74.3	46.3	80.8
WP_005882892.1	gnl|META|YHHO-MONOMER	6.3e-02	32.8	61	32.3	52.5	90.6
WP_005882893.1	gnl|META|MONOMER-14503	5.8e-124	36.3	846	441.4	54.1	99.3
WP_005882897.1	gnl|META|CPXR-MONOMER	8.7e-35	35.7	227	143.3	58.1	98.2
WP_005882898.1	gnl|META|PHOR-MONOMER	1.6e-17	24.5	298	87.0	45.0	62.4
WP_005882903.1	gnl|META|MONOMER-20700	4.5e-08	24.3	152	54.7	44.1	61.6
WP_005882907.1	gnl|META|ARTJ-MONOMER	5.0e-34	36.7	245	141.0	55.9	94.0
WP_005882909.1	gnl|META|ARTJ-MONOMER	3.6e-32	34.4	250	134.8	58.4	94.8
WP_005882911.1	gnl|META|G6669-MONOMER	1.4e-38	28.7	443	156.8	43.3	94.4
WP_005882916.1	gnl|META|PSTB-MONOMER	3.1e-84	58.6	249	307.8	76.3	98.0
WP_005882918.1	gnl|META|MONOMER-20533	2.8e-01	35.0	40	32.3	52.5	14.2
WP_005882920.1	gnl|META|CPXR-MONOMER	1.3e-25	33.2	229	112.8	54.6	96.9
WP_005882922.1	gnl|META|PHOR-MONOMER	7.6e-27	33.5	245	118.2	54.7	43.0
WP_005882927.1	gnl|META|EG10874-MONOMER	3.0e-36	49.6	135	147.5	70.4	93.8
WP_005882929.1	gnl|META|EG10908-MONOMER	1.4e-32	56.7	127	135.2	73.2	96.2
WP_005882930.1	gnl|META|CMTB-MONOMER	6.5e-12	30.8	143	68.9	52.4	20.9
WP_005882931.1	gnl|META|FUCPALDOL-MONOMER	4.6e-36	41.2	194	147.5	62.4	89.4
WP_005882932.1	gnl|META|GATA-MONOMER	6.9e-04	26.5	132	40.0	45.5	89.7
WP_005882933.1	gnl|META|GATB-MONOMER	4.4e-10	32.6	95	60.5	56.8	73.1
WP_005882934.1	gnl|META|SGCC-MONOMER	1.0e-68	37.7	406	256.9	58.6	95.2
WP_005882935.1	gnl|META|LACTALDREDUCT-MONOMER	9.3e-117	57.5	381	416.4	73.2	99.5
WP_005882940.1	gnl|META|MONOMER-14049	6.8e-02	43.8	48	34.7	60.4	13.9
WP_005882940.1	gnl|META|MONOMER-19187	8.8e-02	45.2	42	34.3	57.1	12.4
WP_005882940.1	gnl|META|AT1G08980-MONOMER	4.4e-01	53.7	41	32.0	61.0	11.8
WP_005882941.1	gnl|META|MONOMER-3322	2.7e-23	28.7	282	105.5	46.8	89.0
WP_005882941.1	gnl|META|MONOMER-3321	2.7e-23	28.7	282	105.5	46.8	89.0
WP_005882943.1	gnl|META|AT3G01120-MONOMER	7.3e-02	22.9	109	34.7	44.0	29.0
WP_005882943.1	gnl|META|G3O-29283-MONOMER	4.7e-01	24.1	170	32.0	41.8	44.5
WP_005882947.1	gnl|META|PPENTOMUT-MONOMER	3.1e-30	27.8	431	129.0	45.2	98.8
WP_005882997.1	gnl|META|HS00075-MONOMER	5.7e-01	40.6	32	30.4	59.4	21.2
WP_005883000.1	gnl|META|MONOMER-20311	7.2e-01	42.9	28	31.6	71.4	6.6
WP_005883008.1	gnl|META|DCTP-DEAM-MONOMER	9.6e-17	31.6	177	83.2	51.4	85.6
WP_005883010.1	gnl|META|BRNQ-MONOMER	5.6e-46	29.7	421	181.4	50.1	97.9
WP_005883012.1	gnl|META|GLNH-MONOMER	8.2e-34	38.4	237	140.2	56.1	95.9
WP_005883012.1	gnl|META|ARTJ-MONOMER	5.3e-33	36.1	249	137.5	55.8	99.6
WP_005883013.1	gnl|META|HS05425-MONOMER	1.2e-93	45.9	401	339.7	61.8	98.0
WP_005883016.1	gnl|META|EG10900-MONOMER	5.3e-12	44.2	77	69.3	71.4	10.7
WP_005883018.1	gnl|META|CPXA-MONOMER	9.7e-07	26.6	203	52.0	46.3	23.3
WP_005883020.1	gnl|META|ILES-MONOMER	5.1e-241	45.3	941	830.5	64.2	99.0
WP_005883022.1	gnl|META|EG10548-MONOMER	9.7e-12	34.7	147	66.2	53.1	89.1
WP_005883024.1	gnl|META|GLYQ-MONOMER	1.7e-102	59.5	294	368.6	75.2	99.7
WP_005883027.1	gnl|META|GLYS-MONOMER	8.9e-110	35.8	692	394.0	54.5	99.3
